staircase.thisRepN,staircase.thisTrialN,staircase.thisN,staircase.thisIndex,image.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.998736399997142,9.998736399997142,,,,,,,
