staircase.thisRepN,staircase.thisTrialN,staircase.thisN,staircase.thisIndex,image_l.started,image_r.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.349543199990876,8.349543199990876,0.03883099998347461,,,,,,,
