staircase.thisRepN,staircase.thisTrialN,staircase.thisN,staircase.thisIndex,image.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.04003499999817,0.01694120000320254,,,,,,,
