staircase.thisRepN,staircase.thisTrialN,staircase.thisN,staircase.thisIndex,image_l.started,image_r.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
10,0,10,0,42.624594799941406,42.624594799941406,0.027715199976228178,[0.4462962962962963],[0.024074074074074074],[1],[0],[0],[0.8706214999547228],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
11,0,11,0,43.52458639990073,43.52458639990073,0.027731599984690547,[0.33240740740740743],[0.041666666666666664],[1],[0],[0],[1.0040027999784797],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
12,0,12,0,44.557958199991845,44.557958199991845,0.02865880005992949,[0.2222222222222222],[0.021296296296296296],[1],[0],[0],[1.553050299989991],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
13,0,13,0,46.141198099940084,46.141198099940084,0.028797499951906502,[-0.22962962962962963],[-0.03425925925925926],[1],[0],[0],[0.7529649999924004],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
14,0,14,0,46.924565399996936,46.924565399996936,0.0281904999865219,[-0.22962962962962963],[-0.03425925925925926],[1],[0],[0],[0.8201699999626726],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
15,0,15,0,47.774547299952246,47.774547299952246,0.02801000000908971,[0.36018518518518516],[-0.025],[1],[0],[0],[1.6382050999673083],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
16,0,16,0,49.44124399998691,49.44124399998691,0.029071000055409968,[-0.25833333333333336],[-0.027777777777777776],[1],[0],[0],[0.6514440999599174],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
17,0,17,0,50.124535399954766,50.124535399954766,0.027388399932533503,[-0.21296296296296297],[0.009259259259259259],[1],[0],[0],[1.4210776999825612],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
18,0,18,0,51.574535799911246,51.574535799911246,0.027500699972733855,[0.17037037037037037],[0.027777777777777776],[1],[0],[0],[0.8207367000868544],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
19,0,19,0,52.42452969995793,52.42452969995793,0.02837140008341521,[0.31574074074074077],[0.1111111111111111],[1],[0],[0],[2.4699790000449866],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
20,0,20,0,54.92451829998754,54.92451829998754,0.02877249999437481,[0.22407407407407406],[0.03796296296296296],[1],[0],[0],[1.686370600014925],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
21,0,21,0,56.64117369998712,56.64117369998712,0.027873200015164912,[-0.21481481481481482],[0.016666666666666666],[1],[0],[0],[1.0384327999781817],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
22,0,22,0,57.707885499927215,57.707885499927215,0.028663599980063736,[0.2759259259259259],[-0.011111111111111112],[1],[0],[0],[2.3513848000438884],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
23,0,23,0,60.09114549995866,60.09114549995866,0.028165100025944412,[-0.2537037037037037],[-0.017592592592592594],[1],[0],[0],[0.6703081999439746],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
24,0,24,0,60.79114689992275,60.79114689992275,0.027793999994173646,[-0.41944444444444445],[0.075],[1],[0],[0],[1.0873355000512674],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
25,0,25,0,61.907896999968216,61.907896999968216,0.029132500058040023,[0.21296296296296297],[0.05740740740740741],[1],[0],[0],[1.1858157999813557],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
26,0,26,0,63.1244646999985,63.1244646999985,0.028003399958834052,[-0.225],[0.09814814814814815],[1],[0],[0],[1.00464679999277],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
27,0,27,0,64.15788590000011,64.15788590000011,0.0278866000007838,[0.21388888888888888],[0.04722222222222222],[1],[0],[0],[1.936058499966748],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
28,0,28,0,66.12450879998505,66.12450879998505,0.028041300014592707,[-0.2759259259259259],[0.08333333333333333],[1],[0],[0],[0.9212322999956086],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
29,0,29,0,67.07455929997377,67.07455929997377,0.028173699975013733,[0.22962962962962963],[0.1037037037037037],[1],[0],[0],[2.819221399957314],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
30,0,30,0,69.92442009993829,69.92442009993829,0.027570400037802756,[0.19537037037037036],[0.08425925925925926],[1],[0],[0],[1.6375198001042008],[0],['image_r'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
31,0,31,0,71.59106899995822,71.59106899995822,0.0274271999951452,[-0.10555555555555556],[0.04259259259259259],[1],[0],[0],[0.7875993000343442],[0],['image_l'],509455,001,2023-05-16_13h23.10.639,staircase,2023.1.1,59.994876426477134,
,,,,72.4077259999467,72.4077259999467,0.02748670009896159,,,,,,,,,,,,,,,
